id,name,year,winery,country,region,type,rating,ratingBucket,numRatings,price,priceBucket,gptDescription,gptAnimal,finalAnimal,subgroup,topgroup
174541845,Fecerunt Pecorino,2022,Fabulas,Italy,Abruzzo,White,3.8,3.6–4,348,22,20–29.99,"Yes, the image on the label shows a human figure and a group of sheep. The human is depicted as a caricature, standing with a sheepdog and a staff, dressed in what appears to be pastoral or shepherd attire, including a hat. Behind the human figure, there are several sheep, suggesting a pastoral or agricultural theme often associated with the rustic origins of wine. I am very certain about the depiction of the human figure and animals on this label, so my certainty is 1.","human, sheep, sheepdog","human, sheep, sheepdog","human, ram-like, domestic dog","human, sheep, canine"
167253547,Goats do Roam Red,2021,Fairview,South Africa,Western Cape,Red,3.7,3.6–4,577,15,10–19.99,"The label features an illustration of a goat. I am very certain about this observation, so on a scale of 0-1, I would rate my certainty as 1. There are no humans depicted on the label.",goat,goat,goat,sheep
172176233,Goats do Roam Rosé,2022,Fairview,South Africa,Paarl,Rose,3.6,3.6–4,25,15,10–19.99,"Yes, there is an animal on the wine label. It features a stylized image of a goat. On a scale of 0-1, with 1 being 'very certain', I am at a 1, very certain, that the image is of a goat.",goat,goat,goat,sheep
171983441,Goats do Roam White,2022,Fairview,South Africa,Paarl,White,3.4,3.1–3.5,1425,15,10–19.99,"There is an animal depicted on the wine label – specifically a drawing of a goat. I am very certain about this, so on a scale from 0 to 1, my certainty is 1. There are no human figures on this label.",goat,goat,goat,sheep
170894769,Cabernet Sauvignon,2021,The Charmer,Chile,Central Valley,Red,3.9,3.6–4,81,15.99,10–19.99,"Yes, there is an image of an animal on the wine label. It features a frog wearing a crown, situated in the center of the label within an emblem. My certainty level is 1, as it is very clear and discernible that the depicted figure is an animal (a frog).",frog,frog,frog,amphibian/reptile
170444123,Sauvignon Blanc,2022,Frog's Leap,United States,Rutherford,White,3.9,3.6–4,58,28.94,20–29.99,"There is an animal depicted on the wine label – it's a frog. Based on this image, I would say with certainty 1 that it's an animal, specifically a frog, which is part of the branding for Frog's Leap Winery. There are no humans visible on this label.",frog,frog,frog,amphibian/reptile
4372859,MR (Mountain Wine),2014,Telmo Rodriguez,Spain,Málaga,White,3.9,3.6–4,213,36.99,30–39.99,"The label features a graphic element that appears to be a stylized animal – specifically, it looks like a silhouette of a lizard or gecko. I am very certain about the presence of an animal-like graphic; I would rate my certainty as 1. There are no humans visible on this wine label.",lizard or gecko,lizard,lizard,amphibian/reptile
167725122,Chardonnay Unoaked Francines Selection,2021,Toad Hollow,United States,Mendocino County,White,3.9,3.6–4,176,14.99,10–19.99,"This image depicts the label of a wine bottle from 'Toad Hollow Vineyards.' There is an illustration of an animal on it, specifically a toad. Considering that this is a wine label, the depiction is certainly of a toad and not a real animal, so I am very certain about this; on a scale from 0 to 1, I would rate my certainty as 1. There are no humans on this label.",toad,toad,toad,amphibian/reptile
172477420,No. 1 Sauvignon,2022,Uby,France,Côtes de Gascogne,White,3.9,3.6–4,359,16.67,10–19.99,"I don't detect any animals or humans on this wine label. It features text that indicates the brand and variety of the wine, but no illustrative images of animals or humans are visible. My certainty level is 1, as the image is clear and I can confidently state what is depicted.",none,turtle,toad,amphibian/reptile
166423476,The Super Nat Pétillant Naturel Sauvignon Blanc,2020,Supernatural Wine Co.,New Zealand,Hawke's Bay,Sparkling,3.9,3.6–4,43,29.99,20–29.99,"I see an animal on the wine label – specifically, a bat with its wings outstretched. I am very certain about this, so on a scale of 0-1, I would say my certainty is 1.",bat,bat,bat,bat
171094477,Fledermaus White,2021,2Naturkinder,Germany,Franken,White,3.9,3.6–4,27,24.99,20–29.99,"The label on this bottle of wine features an image of a bat. The certainty of the presence of an animal in this image is 1, meaning I am very certain that it depicts an animal. There are no humans on the label.",bat,bat,bat,bat
172373540,Fledermaus Red,2021,2Naturkinder,Germany,Franken,Red,3.9,3.6–4,456,24.99,20–29.99,"There is an animal on the label – specifically, a bat. I am very certain of this; on the scale of 0 to 1, my certainty is 1.",bat,bat,bat,bat
172440564,Petit Ours Rosé,2022,Domaine du Coulet - Matthieu Barret,France,Vin de France,Rose,3.9,3.6–4,54,24,20–29.99,"The image shows a wine label with a depiction of a bear. The label is for 'Petit Ours Rosé' by Matthieu Barret. Regarding the certainty of the presence of an animal (the bear illustration), I would say my certainty is 1, meaning I am very certain.",bear,bear,bear,bear
151528883,Touriga Nacional,2017,Herdade do Rocim,Portugal,Alentejano,Red,3.9,3.6–4,720,29.99,20–29.99,"Yes, there is an image of an animal on the wine label; it features a bird. I am very certain of this observation, so on a scale of 0-1, my certainty is 1.",bird,bird,songbird,bird
155008183,Chardonnay,2014,Godspeed Vineyards,United States,Mount Veeder,White,3.9,3.6–4,77,32.99,30–39.99,"The image appears to show a bottle of Chardonnay wine from Godspeed Vineyards. The label features a graphic design that might be interpreted as an abstract or stylized representation of an animal or a bird, due to the shapes resembling a bird in flight. However, it does not clearly depict a specific or realistic animal or human. My certainty level regarding this interpretation is about 0.7, as the abstraction leaves room for different perceptions.",bird,bird,songbird,bird
156604123,Piu Piu Pet Nat,,FIO,Germany,Mosel,Sparkling,3.9,3.6–4,2095,28.99,20–29.99,The image depicts a wine bottle with a label that illustrates what appears to be a whimsical drawing of a bird. The bird is green with a large eye and a speech bubble containing the text 'piu... piu...' which mimics the sound a bird might make. I am very certain that this is a drawing of an animal on the label; my certainty level would be 1. There are no real animals or humans visible in this image.,bird,bird,songbird,bird
157063319,Pinot Noir,2018,Mohua,New Zealand,Central Otago,Red,3.9,3.6–4,91,21.95,20–29.99,"Yes, there is an animal depicted on the wine label – it is a stylized image of a bird. I am very certain about this, so on a scale from 0 to 1, my certainty is 1.",bird,bird,songbird,bird
161678222,Rosé,2019,Banshee Wines,United States,Mendocino County,Rose,3.9,3.6–4,240,19.92,10–19.99,"The image appears to be of a wine bottle label for 'BANSHEE Rosé Mendocino County'. There is an illustration of an animal, specifically a bird, on the label. I do not see any humans on it. I am 1, or very certain, that there is an animal depicted and no humans in this image.",bird,bird,raptor,bird
162009838,Filius Cabernet Sauvignon,2019,Vasse Felix,Australia,Margaret River,Red,3.9,3.6–4,735,41.92,40–49.99,"Yes, there is an animal depicted on the wine label. It appears to be an illustration of a bird in flight. I am very certain of this observation, so on a scale from 0 to 1, I would rate my certainty as 1.",bird,bird,raptor,bird
162901359,Tinto,2020,Guarda Rios,Portugal,Ribatejo,Red,3.9,3.6–4,2318,13.95,10–19.99,"The image on the wine label appears to be of a bird, which is perched on a branch or line. I am very certain of this observation, so on the scale of 0-1, where 1 represents 'very certain', I would rate my certainty as 1. There are no human figures on this label.",bird,bird,songbird,bird
162910254,Filius Chardonnay,2020,Vasse Felix,Australia,Margaret River,White,3.9,3.6–4,394,29.99,20–29.99,"The image shows a wine label for 'VASSE FELIX Margaret River - Filius - Chardonnay'. There is a graphic depiction of a bird on the label above the text. The presence of the bird on the label is very certain, a 1 on the given scale. There are no humans or human-like images on this label.",bird,bird,raptor,bird
163470877,Pinot Noir Reserva,2020,Casas del Bosque,Chile,Casablanca Valley,Red,3.9,3.6–4,620,14.99,10–19.99,"There is an animal depicted on the wine label, which appears to be a bird perched on a bench. I am very certain of this observation, so on a scale of 0-1, my certainty would be 1. There are no humans visible on the label.",bird,bird,songbird,bird
163741416,Johannisberger Goldatzel Riesling Kabinett Feinherb,2019,Goldatzel,Germany,Johannisberg,White,3.9,3.6–4,163,25.5,20–29.99,"Yes, there is an animal depicted on the wine label. It is a stylized image of a bird. I am very certain about this observation, so on a scale of 0 to 1, I would say 1 for certainty.",bird,bird,songbird,bird
165308359,Furmint,2019,Evolúció,Hungary,Tokaj,White,3.9,3.6–4,2373,15.95,10–19.99,"Yes, I see animals on the label. There are two birds facing each other. My certainty level is 1, as I am very certain that the depiction on the label is of two birds.",birds,bird,songbird,bird
165947828,Mandolara Lugana,2020,Le Morette,Italy,Lugana,White,3.9,3.6–4,309,19.95,10–19.99,"There appears to be an illustration of a bird on the wine label, but there are no real animals or humans in this image. I am very certain of this; on a scale of 0-1, my certainty would be 1.",bird,bird,duck,bird
167418642,Original Chenin Blanc (Unwooded),2021,Raats,South Africa,Stellenbosch,White,3.9,3.6–4,330,16.99,10–19.99,"There are no animals or humans visible on this wine label. It features text and a coat of arms-style emblem. I am very certain of this assessment, so on a scale of 0-1, my certainty is 1.",none,bird,songbird,bird
167738974,Sauvignon Blanc Reserva,2021,Casas del Bosque,Chile,Casablanca Valley,White,3.9,3.6–4,398,16.67,10–19.99,"On this wine label, there is an illustration of a tree, but there are no animals or humans visible in the image. I am very certain about this observation, so on a scale of 0-1, with 0 being 'not certain at all' and 1 being 'very certain', my certainty level is 1.",none,bird,songbird,bird
168059610,Johannisberger Goldatzel Riesling Kabinett Feinherb,2020,Goldatzel,Germany,Johannisberg,White,3.9,3.6–4,163,25.5,20–29.99,"There is an image of a bird depicted on the wine label. I am very certain about this; on a scale of 0-1, I would rate my certainty as 1.",bird,bird,songbird,bird
168637821,Cloudwalker Pinot Gris,2020,Cambridge Road,New Zealand,Martinborough,White,3.9,3.6–4,235,22.99,20–29.99,"There is an animal depicted on this wine label – it is a bird in flight. I am very certain about this observation; on a scale from 0 to 1, my certainty is 1.",bird,bird,raptor,bird
169179036,Messanges Rosé Chinon,2021,Domaine de Pallus,France,Chinon,Rose,3.9,3.6–4,472,24.99,20–29.99,"Yes, there is an animal depicted on the wine label; it features a bird sitting on a branch. I am very certain of this observation; my confidence level is 1.",bird,bird,songbird,bird
169334970,Barbera - Garnacha,2020,Erasmo,Chile,Maule Valley,Red,3.9,3.6–4,43,22.99,20–29.99,"The label features a stylized depiction of a figure that could be interpreted as a human-like form. It's an abstract, artistic representation and not a detailed or realistic image of a person. On a scale of 0-1, I am 1 (very certain) that the figure on the label represents a human or human-like form in a stylized or symbolic manner. There are no clear depictions of animals present on this label.",human,bird,songbird,bird
170789857,Pagos del Galir Godello,2022,Bodegas Virgen de Galir,Spain,Valdeorras,White,3.9,3.6–4,291,21.5,20–29.99,"This wine label features a branch which appears to have leaves and possibly grapes or some kind of fruit on it. There are no visible animals or humans on the label. I am very certain of this observation, so on a scale of 0 to 1, where 1 represents 'very certain,' I would rate my certainty as 1.",none,bird,songbird,bird
171190058,Le Clos Rosé,2021,Nizas,France,Languedoc,Rose,3.9,3.6–4,29,17.99,10–19.99,"I don't see any animals or humans on this wine label. It appears to be a graphic design without any depiction of living creatures. I am very certain of this observation, so on a scale of 0-1, I would say my certainty is 1.",none,bird,songbird,bird
171223509,Sauvignon Blanc,2022,Catalina Sounds,New Zealand,Marlborough,White,3.9,3.6–4,336,28.95,20–29.99,There are no humans or animals visible on this wine label; it displays text and some graphic elements. I am very certain of this; my confidence level is 1.,none,bird,songbird,bird
171292482,La Reine des Bois Tavel Rosé,2022,Domaine de la Mordorée,France,Tavel,Rose,3.9,3.6–4,897,38.95,30–39.99,"Yes, there appears to be an image of a bird on the wine label. I am very certain about this observation; on a scale from 0 to 1, my certainty would be 1. There are no humans depicted on the label.",bird,bird,songbird,bird
172206496,Loriot,2022,Domaine du Chat Huant,France,Vin de France,White,3.9,3.6–4,125,28,20–29.99,"There is an image of a bird on the wine label. I am very certain about this, so on a scale of 0-1, my certainty is 1.",bird,bird,songbird,bird
173636823,Granito,2019,Cámbrico,Spain,Sierra de Salamanca,White,3.9,3.6–4,28,40,40–49.99,"Yes, there are stylized illustrations of a bird and plants on the wine label. I am very certain about this observation, so on the scale, my certainty would be 1.",bird,bird,junglefowl,bird
174178062,La Reine des Bois Lirac Blanc,2022,Domaine de la Mordorée,France,Lirac,White,3.9,3.6–4,907,39.99,30–39.99,"The image on the wine label depicts a bird, which is an animal. I am very certain about this; on a scale from 0 to 1, I would rate my certainty as 1. There are no humans visible on the label.",bird,bird,songbird,bird
174274215,Domaine de la Rossignole Sancerre Blanc,2022,Pierre Cherrier & Fils,France,Sancerre,White,3.9,3.6–4,25,29.99,20–29.99,"The image on the label appears to be an artistic depiction of roosters. There are no clear depictions of humans on it. As for my certainty level, I would rate it 1 as I am very certain that these are illustrations of roosters and not any real animals or humans.",roosters,bird,songbird,bird
168311320,Greco Di Tufo,2021,Feudi di San Gregorio,Italy,Greco di Tufo,White,3.9,3.6–4,1683,26.95,20–29.99,"The label on the wine bottle has a depiction of two birds, which appear to be placed on a geometric background that could represent land or water, given the horizontal lines and color scheme. It's a stylized illustration rather than a realistic image. I am very certain about there being animals depicted on the label—on a scale of 0 to 1, my certainty is 1. There are no human figures or any real animals in this image.",birds,birds,songbird,bird
169607370,Furmint,2019,Affinitás,Hungary,Tokaj,White,3.9,3.6–4,269,15.99,10–19.99,"On this wine label, there are two stylized birds sitting on the branches of a tree. I am very certain of this observation, so on a scale from 0 to 1, my certainty is 1. There are no humans depicted on this label.",birds,birds,songbird,bird
173973011,Ode To Lulu Rosé,2022,Bedrock Wine Co.,United States,California,Rose,3.9,3.6–4,30,22.99,20–29.99,"There are no animals or humans on this wine label. It features an illustration that appears to be of a plant or vine. I am very certain of this observation, so on the scale of 0-1, my certainty would be 1.",none,birds,songbird,bird
165457581,Muscat Beaumes de Venise Blanc,2019,Famille Perrin,France,Muscat de Beaumes de Venise,White,3.9,3.6–4,1039,21.99,20–29.99,"The label appears to feature a coat of arms or crest with symbolic elements, but I do not see any clear depictions of animals or humans on it. Given the size and resolution of the image provided, my certainty would be close to 1 for not seeing animals or humans, as the focus is on the text and the coat of arms, which does not include detailed illustrations of figures.",none,chicken,junglefowl,bird
170956658,Riesling Alte Reben Sekt Brut,2020,Günther Steinmetz,Germany,Mosel,Sparkling,3.9,3.6–4,46,29.95,20–29.99,"Yes, I see an animal on the wine label. It appears to be a stylized bird, possibly a cockatrice given its dragon-like appearance with avian features. There are no humans depicted on the label. I am very certain about this observation, so on a scale of 0-1, I would rate my certainty as 1.",cockatrice,cockatrice,junglefowl,bird
162935108,Winemaker's Selection Tinto,2020,Portada,Portugal,Lisboa,Red,3.9,3.6–4,2995,10.99,10–19.99,"There are no images of animals or humans on this wine label. It is a graphic design with text and an emblem-like illustration. I am very certain about this statement, so on a scale from 0 to 1, my certainty would be 1.",none,crane,wading bird,bird
163272551,Rosé,2019,Dancing Crow Vineyards,United States,Napa Valley,Rose,3.9,3.6–4,41,21.99,20–29.99,"There are images of two birds on the wine label, which appear to be crows, judging by their beak shape and plumage pattern. I am very certain about this, so on a scale of 0-1, I would say 1. There are no humans or other animals depicted on the label.",crows,crow,songbird,bird
156614805,Dolomite Cabernet Franc,2018,Raats,South Africa,Stellenbosch,Red,3.9,3.6–4,435,26.67,20–29.99,"I do not see any animals or humans on this wine label. The label is clean and mainly textual with a graphic emblem at the top. I am very certain of this observation, so on a scale of 0-1, I would say my certainty is 1.",none,dove,songbird,bird
164244127,Brut Cuvée,,Decoy,United States,California,Sparkling,3.9,3.6–4,2170,20.67,20–29.99,"The image shows a bottle of wine with a label that features what appears to be a duck. I am very certain of this observation, so on the scale you provided, my certainty would be 1. There are no humans visible on the label.",duck,duck,duck,bird
173128706,Anatrino Bianco,2021,Carlo Tanganelli,Italy,Toscana,White,3.9,3.6–4,273,30.99,30–39.99,"There are illustrations of ducks on the wine label. I am very certain about this; on a scale of 0-1, my certainty is 1.",ducks,ducks,duck,bird
1469170,(Cordon Rouge) Brut Champagne,,G.H. Mumm,France,Champagne,Sparkling,3.9,3.6–4,34760,57.99,50–59.99,"Yes, there is an emblem of an animal depicted on the wine label, which appears to be two birds, possibly eagles, facing each other. I am very certain about this—my certainty level would be 1. There are no humans or other animals visible in this image.",eagles,eagle,raptor,bird
169348851,Fiano di Avellino,2020,Rocca del Principe,Italy,Fiano de Avellino,White,3.9,3.6–4,100,27.75,20–29.99,"The label on the bottle shows a crest with a stylized lion's head. This is not a real animal but an artistic representation often used in heraldry or as a symbol. I am very certain of this as it clearly appears to be a designed element of the label. On a scale of 0-1, I would say my certainty is 1.",lion,eagle,raptor,bird
170866273,Pinot Grigio,2022,Casteggio,Italy,Oltrepo Pavese Pinot Grigio,White,3.9,3.6–4,975,12.99,10–19.99,"In the image, there is an emblem that includes what appears to be a stylized eagle, which is an animal. There are no humans depicted on this label. My certainty level that there is an animal (eagle) depicted in the emblem on the label is 1, as it is a commonly used symbol on crests and emblems.",eagle,eagle,raptor,bird
175400616,The Wild Ride,2019,Tait,Australia,Barossa Valley,Red,3.9,3.6–4,478,21.95,20–29.99,"There is a crest on the wine label that features what appears to be a lion. So, yes, there is an animal depicted on the label. My certainty level regarding the presence of an animal on this label is 1, meaning I am very certain. There are no humans or any other animals visible on the label.",lion,eagle,raptor,bird
162796550,Chardonnay,2019,Borne of Fire,United States,Columbia Valley,White,3.9,3.6–4,141,19.99,10–19.99,"There is an image of a bird depicted on this wine label. I am very certain about this observation, so on the scale of 0-1, I would rate my certainty at 1.",bird,hawk,raptor,bird
171092204,Rosé vom Spätburgunder,2021,Salwey,Germany,Baden,Rose,3.9,3.6–4,74,22.99,20–29.99,"Yes, there is an image of an animal on the wine label; it's a bird, specifically depicted in a stylized illustration. On a certainty scale of 0-1, I am at 1, very certain there is an image of an animal on this label.",bird,hawk,raptor,bird
167310439,La Bulle,2019,Chapuis & Chapuis,France,Vin de France,Sparkling,3.9,3.6–4,119,38.32,30–39.99,"The label features an artistic depiction of what appears to be an owl with wings spread. There are no humans visible on the label, only this representation of an animal. I am very certain of this observation, so on a scale from 0 to 1, I would say 1.",owl,hen,junglefowl,bird
163151366,Fly By Sauvignon Blanc,2020,Xanthos,United States,Sonoma County,White,3.9,3.6–4,100,11.99,10–19.99,The image features a bird illustration on the wine label. There are no humans or other animals visible. I am very certain about this; my certainty level is 1.,bird,hummingbird,songbird,bird
162047515,Sauvignon Blanc,2019,Tokoeka Estate,New Zealand,Marlborough,White,3.9,3.6–4,116,14.99,10–19.99,"This image displays a bottle with a wine label from 'TOKOēKA Estate'. The label features an illustration of what appears to be an animal, specifically a bird, given the detail of feathers visible on the head. There are no humans or other types of animals visible on the label. I am very certain about the presence of the illustrated animal on the label, so on a scale of 0 to 1, my certainty would be 1.",bird,kiwi,flightless bird,bird
171968566,Sauvignon Blanc,2022,Wonderland,New Zealand,Marlborough,White,3.9,3.6–4,51,19.95,10–19.99,"I do not see any animals or humans on this wine label. The central image appears to be a stylized depiction of an object, perhaps a tool related to winemaking or a symbolic representation, rather than a living entity. I am very certain about this observation, so on a scale from 0 to 1, I would rate my certainty as 1.",none,kiwi,flightless bird,bird
155793067,Collection Vendée,2012,J. Mourat,France,Loire Valley,White,3.9,3.6–4,375,39.99,30–39.99,There's an image of an owl on the wine label. I am certain (1) about my observation since the stylized representation is clear and identifiable as an owl.,owl,owl,owl,bird
164553110,Alta Reserva Tannat,2020,Gimenez Mendez,Uruguay,Canelones,Red,3.9,3.6–4,489,24.99,20–29.99,"The label features an animal, specifically what appears to be a stylized cat icon above the brand name Gimenez Mendez. I am very certain of this, so on a scale from 0 to 1, I would say 1. There are no images of humans present on this label.",cat,owl,owl,bird
167387904,Uncaged Chardonnay,2021,Z.Alexander Brown,United States,Santa Lucia Highlands,White,3.9,3.6–4,47,15.99,10–19.99,"The image shows a wine label that has an illustration of an animal on it. The animal appears to be a bird, as indicated by the presence of feathers and a wing. There are no humans visible in this image. I am very certain of this assessment, so on a scale from 0-1, my certainty would be 1.",bird,owl,owl,bird
173672076,Vinho Verde Rosé,2022,Mapreco,Portugal,Vinho Verde,Rose,3.9,3.6–4,1212,15.99,10–19.99,"There appears to be an animal on the wine label, specifically an illustration or image of an owl's face. On a scale from 0 to 1, I am very certain (1) that this is an animal depicted on the label. There are no humans visible on this label.",owl,owl,owl,bird
174341636,Vinho Verde Branco,2022,Mapreco,Portugal,Vinho Verde,White,3.9,3.6–4,504,15.99,10–19.99,"Yes, there appears to be an image of an animal on the wine label, specifically on the right side of the label. It looks like the face of a wolf. I am very certain of this observation, so on a scale of 0-1 with 1 being 'very certain', I would say 1.",wolf,owl,owl,bird
172615229,Viognier,2022,Viña Las Perdices,Argentina,Agrelo,White,3.9,3.6–4,61,13.99,10–19.99,"There appears to be an illustration of animals on the wine label, specifically, three birds which look like partridges. I am very certain of this observation, so I would rate my certainty as 1.",partridges,partridges,game bird,bird
153127231,Vranec Veritas,2016,Stobi,North Macedonia,Tikveš,Red,3.9,3.6–4,260,25.69,20–29.99,"There is an image of a peacock on the wine label. I am certain this is an image of an animal, so on the scale of 0-1, my certainty would be 1.",peacock,peacock,peacock,bird
172865461,Riesling,2021,Pindar Vineyards,United States,North Fork of Long Island,White,3.9,3.6–4,116,16.99,10–19.99,"There is an image of a peacock on the wine label. I am very certain about this, so on a scale of 0-1, my certainty would be 1. There are no human figures depicted on this label, only the illustrated peacock which is part of the design.",peacock,peacock,peacock,bird
167097046,SLH Pinot Noir,2021,Wines from Hahn Estate,United States,Santa Lucia Highlands,Red,3.9,3.6–4,148,18.99,10–19.99,"I see an animal on the wine label. It appears to be a small bird, likely a representation of a species that might be found in the region where the wine is produced. I do not see any humans on the label. My level of certainty is 1, as I am very certain of what is depicted in the image presented.",bird,pheasant,game bird,bird
171723558,Chardonnay,2020,Fritz,United States,Russian River Valley,White,3.9,3.6–4,761,24.99,20–29.99,There are no humans or animals visible on this wine label. It features text and what looks like a small illustration of a plant or vine. I am very certain of this observation (1 on the scale of 0-1).,none,pheasants,game bird,bird
171916556,Pinot Grigio,2022,Specogna,Italy,Colli Orientali del Friuli,White,3.9,3.6–4,31,25.99,20–29.99,"There are images of birds on this wine label, specifically two pheasants. I am very certain about this observation, so on a scale of 0-1, with 0 being 'not certain at all' and 1 being 'very certain', I would say I am at 1.",pheasants,pheasants,game bird,bird
170051334,Blue Quail Sauvignon Blanc,2021,McFadden Vineyard,United States,Potter Valley,White,3.9,3.6–4,64,19.99,10–19.99,There is an image of a quail on the wine label. I am very certain of this; my certainty level is 1.,quail,quail,game bird,bird
169778263,Chardonnay,2020,Valravn,United States,Sonoma County,White,3.9,3.6–4,67,23.83,20–29.99,"The image shows a wine label that features an illustration of a bird, which appears to be a raven or crow. There are no humans depicted on the label. My certainty level regarding the presence of an animal (the illustrated bird) on the label is 1 – very certain.",raven or crow,raven or crow,songbird,bird
168385209,Picpoul,2020,Les Équilibristes,France,Picpoul de Pinet,White,3.9,3.6–4,72,21.99,20–29.99,"The image on the wine label seems to depict a stylized rooster. Its body, feathers, and the details are presented in a graphic and artistic manner typical for product branding. I am very certain this is an animal illustration; therefore I would rate my certainty as 1.",rooster,rooster,junglefowl,bird
174134103,Pinot Grigio,2022,Del Vento,Italy,delle Venezie,White,3.9,3.6–4,29,12.99,10–19.99,"Yes, there is an animal on the wine label. The label shows an image of a rooster perched atop a weather vane. I am very certain about this observation (1 on your scale).",rooster,rooster,junglefowl,bird
162872748,Rheinhessen Riesling,2019,Starling Castle,Germany,Rheinhessen,White,3.9,3.6–4,170,13.99,10–19.99,"The image shows a wine label with illustrations of birds, and there is no depiction of any humans or other animals. I am very certain about this observation, so on a scale of 0-1, my certainty is 1.",birds,starling,songbird,bird
173464187,Gual,2022,Viñátigo,Spain,Ycoden-Daute-Isora,White,3.9,3.6–4,499,34,30–39.99,"I do not see any animals or humans on this wine label. The image depicts a drawn tree with a ladder leading up to it and some birds flying around. I am very certain of this description, so on a scale of 0-1, with 0 being 'not certain at all' and 1 being 'very certain', I am at 1.",birds,swallows,songbird,bird
171046584,Pinot Gris on Skins,2021,Moorooduc,Australia,Mornington Peninsula,Rose,3.9,3.6–4,200,38.87,30–39.99,I can see an origami-style illustration of what appears to be a bird on the wine label. I am certain (1) that there is an illustration on the label but there are no real animals or humans depicted in the image.,bird,swan,duck,bird
162283038,The Gatekeeper White,2018,Kloovenburg,South Africa,Swartland,White,3.9,3.6–4,400,16.99,10–19.99,"This wine label features illustrations of animals but no humans. On the label, we can see a depiction of birds, which includes an eagle and an owl prominently displayed, and there may be smaller birds as well. These are stylized artistic renditions of animals typically used for branding and design purposes. My certainty level is 1, as I am very certain that these are illustrations of animals and there are no real humans or animals present.","birds, eagle, owl","swallows, bird, eagle, owl, meerkat, turtle","songbird, raptor, amphibian/reptile, mustelid-like","bird, amphibian/reptile, mustelid/rodent "
171048614,Phaunus Loureiro,2022,Aphros,Portugal,Vinho Verde,White,3.9,3.6–4,1433,33.8,30–39.99,"The label depicts several illustrations, including a bird on the upper left side and a rooster on the bottom right side amongst various other drawings, such as flowers and musical notes. I am very certain about my assessment of the presence of animals on this label, so on a scale of 0-1, I would rate my certainty as 1.","bird, rooster","bird, human","songbird, human","bird, human"
153300434,Recioto della Valpolicella,2015,Secondo Marco,Italy,Recioto della Valpolicella,Dessert,4.1,4.1–4.5,37,49.95,40–49.99,"Yes, there is an animal depicted on this wine label. It features a drawing of a rabbit. I am very certain about this observation, so on a scale of 0-1, I would rate my certainty as 1.",rabbit,rabbit,rabbit,rabbit
1219088,Saint-Julien (Grand Cru Classé),2009,Château Langoa Barton,France,Saint-Julien,Red,4.2,4.1–4.5,1330,136,130–139.99,"There appears to be a depiction of a lion on the crest featured on the label. This would classify as an animal image on the label. I am very certain of this observation, so on a scale of 0-1, I would rate my certainty as 1. There are no humans or other animals visible on this wine label.",lion,dragon,mythical dragon,mythical creature
174483292,Vignesperse Bianco,2022,Maestà della Formica,Italy,Toscana,White,3.9,3.6–4,49,30.58,30–39.99,"I do not detect any images of animals or humans on this wine label. It appears to be a design based on a jigsaw puzzle theme with text indicating the brand, type of wine, and other details. I am very certain of this assessment, so on a scale of 0 to 1, I would say my certainty is 1.",none,ant,walking bug,bug
167838704,Le Pacha Rosé,2021,Château de l'Escarelle,France,Coteaux Varois en Provence,Rose,3.9,3.6–4,380,29.99,20–29.99,"I see images of butterflies and possibly some plants or floral elements on the wine label. There do not appear to be any humans or animals depicted on the label in a realistic manner. I am very certain of this observation, so on a scale of 0 to 1, I would rate my certainty as 1.",butterfly,butterfly,flying bug,bug
167918660,Velue Grüner Veltliner,2021,Johannes Zillinger,Austria,Weinviertel,White,3.9,3.6–4,150,22.99,20–29.99,"There is an image of a butterfly on the label, which is an animal. There are no humans visible on the label. I am very certain about the observations – so on your scale, my certainty would be 1.",butterfly,butterfly,flying bug,bug
170477700,Pinot Grigio,2022,Bottega Vinaia,Italy,Trentino,White,3.9,3.6–4,193,14.99,10–19.99,"I do not see any humans or animals on this wine label. There are some images of grapes and what appears to be leaves or vines, which are typical graphics for a wine bottle, but no clear depictions of animals or people. I am very certain about this, so on a scale from 0 to 1, my certainty would be 1.",none,butterfly,flying bug,bug
171942717,Albariño,2022,Columna,Spain,Rías Baixas,White,3.9,3.6–4,1814,20.99,20–29.99,"The label features stylized illustrations of grape leaves and what appear to be butterflies, which are elements often associated with nature and wine production. I am quite certain, rating 1, that these are artistic representations and not images of real animals or humans.",none,butterfly,flying bug,bug
173294114,Gemischter Satz,2022,Hugl Wimmer,Austria,Weinviertel,White,3.9,3.6–4,77,12.99,10–19.99,"I do not see any humans or animals on the wine label. There are two butterfly silhouettes displayed prominently on the label. I am very certain about my observation, so on a scale of 0 to 1, where 1 is 'very certain', my certainty is 1.",butterfly,butterfly,flying bug,bug
175378162,Leukò Bianco,2022,A Vita,Italy,Calabria,White,3.9,3.6–4,465,25.5,20–29.99,"I see an abstract watercolor painting on the wine label, which doesn't depict a clear image of any animals or humans. My certainty level about this statement is 1, meaning I am very certain.",none,butterfly,flying bug,bug
168156126,Branché Roero Arneis,2020,Collina Serragrilli,Italy,Roero,White,3.9,3.6–4,97,18.33,10–19.99,"There are no animals or humans on this wine label. The label contains text and a floral design. The certainty level of my assessment is 1, as I can clearly see that there are no depictions of animals or humans.",none,cricket,walking bug,bug
